,first_name,middle_name,last_name,full_name,gender,api_gender,api_script,api_scale,api_score,api_probabilityCalibrated
1449,gregory,,robbins,gregory robbins,male,male,LATIN,-0.9623163748832906,15.58727497217659,0.9811581874416453
1450,lesley,,roberts,lesley roberts,female,female,LATIN,0.4271534402423294,6.9726433390162725,0.7135767201211647
1451,tracy,,roberts,tracy roberts,female,female,LATIN,0.9477641135125054,14.433037016863612,0.9738820567562527
1452,james,,roberts,james roberts,male,male,LATIN,-0.9913802275229942,23.548239841202964,0.9956901137614971
1453,laura,,robertson,laura robertson,female,female,LATIN,0.9861252073350759,20.287030121163284,0.993062603667538
1454,andrew,,robinson,andrew robinson,male,male,LATIN,-0.9895195641775187,21.703517006069465,0.9947597820887594
1455,cassianne,,robinson-cohen,cassianne robinson-cohen,female,female,LATIN,0.7162299847574138,8.811727114228475,0.8581149923787069
1456,mike,,robling,mike robling,male,male,LATIN,-0.9558947468269028,14.91520494405129,0.9779473734134514
1457,nicolas,,rodondi,nicolas rodondi,male,male,LATIN,-0.9833527503961268,19.519240142216013,0.9916763751980634
1458,laura,,rodrigues,laura rodrigues,female,female,LATIN,0.9872309516002118,20.89714126545359,0.9936154758001059
1459,juan,,llibre rodriguez,juan llibre rodriguez,male,male,LATIN,-0.9855976586050119,20.08990587334166,0.992798829302506
1460,josanna,,rodriguez,josanna rodriguez,female,female,LATIN,0.9396387895127336,14.001548834612315,0.9698193947563668
1461,gema,,rodríguez-trigo,gema rodríguez-trigo,female,female,LATIN,0.9743344602713071,17.029343667503518,0.9871672301356536
1462,mary,,rogers,mary rogers,female,female,LATIN,0.950351214752607,14.562834155111036,0.9751756073763035
1463,david,,rojas-rueda,david rojas-rueda,male,male,LATIN,-0.9927847131820273,26.50187283185393,0.9963923565910137
1464,mary,,roman,mary roman,female,female,LATIN,0.9421125592257833,14.197243490054467,0.9710562796128916
1465,antonino,,romano,antonino romano,male,male,LATIN,-0.9712953110162923,16.449488083578313,0.9856476555081461
1466,guglielmo,,ronco,guglielmo ronco,male,male,LATIN,-0.9904404015112023,22.228080615703036,0.9952202007556011
1467,annemieke,,roos,annemieke roos,female,female,LATIN,0.9878372741239312,21.14634898945865,0.9939186370619656
1468,jonathan,,rosand,jonathan rosand,male,male,LATIN,-0.9916138716227134,24.846300039639317,0.9958069358113567
1469,peter,,rose,peter rose,male,male,LATIN,-0.9809690877481996,18.827395086769695,0.9904845438740998
1470,natalie,,rose,natalie rose,female,female,LATIN,0.9912628221826205,23.23687641518162,0.9956314110913103
1471,antoni,,rosell,antoni rosell,male,male,LATIN,-0.769415927689866,10.236004866885718,0.884707963844933
1472,julio,,rosenstock,julio rosenstock,male,male,LATIN,-0.9878950443547261,21.16112690793997,0.993947522177363
1473,meredith,,rosenthal,meredith rosenthal,female,female,LATIN,0.9504743909498683,14.569454875565546,0.9752371954749341
1474,victor,,rosenthal,victor rosenthal,male,male,LATIN,-0.9873026010633164,20.953152197483977,0.9936513005316582
1475,lone,,ross,lone ross,female,female,LATIN,0.755242128151024,9.954755515246532,0.877621064075512
1476,joseph,,ross,joseph ross,male,male,LATIN,-0.9914819745663914,23.92886522789312,0.9957409872831957
1477,christine,,roth,christine roth,female,female,LATIN,0.9167882873502093,12.563038457820353,0.9583941436751047
1478,michael,,rothberg,michael rothberg,male,male,LATIN,-0.9789784616060264,18.478844571245205,0.9894892308030132
1479,russell,,rothman,russell rothman,male,male,LATIN,-0.9710899520615215,16.420116798821457,0.9855449760307607
1480,jeffrey,,rothschild,jeffrey rothschild,male,male,LATIN,-0.9916391435340517,25.185908822095673,0.9958195717670258
1481,john,,routes,john routes,male,male,LATIN,-0.9936975110200872,28.75388397253984,0.9968487555100436
1482,rianne,,rozendaal,rianne rozendaal,female,female,LATIN,0.9749076055223138,17.186228123970015,0.9874538027611569
1483,haya,,rubin,haya rubin,female,female,LATIN,0.6502269941511887,8.044994805257488,0.8251134970755943
1484,hanna,bloomfield,rubins,hanna bloomfield rubins,female,female,LATIN,0.9829613709758984,19.367579593055883,0.9914806854879492
1485,diana,,rucker,diana rucker,female,female,LATIN,0.985122108943498,19.940385978295975,0.992561054471749
1486,igor,,rudan,igor rudan,male,male,LATIN,-0.9937299893257696,29.114457537363336,0.9968649946628848
1487,alicja,,rudnicka,alicja rudnicka,female,female,LATIN,0.9938002186271215,31.905439514178244,0.9969001093135608
1488,luis,miguel,ruilope,luis miguel ruilope,male,male,LATIN,-0.9938031845152391,32.92809404246006,0.9969015922576195
1489,andrew,,rule,andrew rule,male,male,LATIN,-0.9892910484616477,21.6070293646261,0.9946455242308239
1490,mark,,rupp,mark rupp,male,male,LATIN,-0.9856789038914693,20.11784584974081,0.9928394519457346
1491,minna,,rusanen,minna rusanen,female,female,LATIN,0.991579910216899,24.519184971016852,0.9957899551084495
1492,frank,,ruschitzka,frank ruschitzka,male,male,LATIN,-0.9858816944202067,20.19119367682451,0.9929408472101033
1493,louise,,russell,louise russell,female,female,LATIN,0.9178959240253097,12.60071074821326,0.9589479620126549
1494,george,,rust,george rust,male,male,LATIN,-0.9897164757116452,21.79485028482429,0.9948582378558226
1495,paul,,rutgeerts,paul rutgeerts,male,male,LATIN,-0.9842227518597335,19.707175978161935,0.9921113759298668
1496,eduardo,,saad,eduardo saad,male,male,LATIN,-0.9936284168117187,28.256531352858477,0.9968142084058593
1497,jinan,,saaddine,jinan saaddine,unknown,female,LATIN,0.023363941234521235,0.9105910554969275,0.5116819706172606
1498,david,,saadoun,david saadoun,male,male,LATIN,-0.9937250095630044,29.049787858272637,0.9968625047815022
1499,jane,,saczynski,jane saczynski,female,female,LATIN,0.7585468360200138,10.154355144664375,0.8792734180100069
1500,kyan,,safavi,kyan safavi,male,male,LATIN,-0.5919999070638529,7.65800632626325,0.7959999535319264
1501,monika,,safford,monika safford,female,female,LATIN,0.980067744018323,18.654433356499794,0.9900338720091615
1502,debasish,,saha,debasish saha,male,male,LATIN,-0.7215708198409427,8.909625103506999,0.8607854099204714
1503,saroj,,saigal,saroj saigal,female,female,LATIN,0.33205770945457536,5.165611178749405,0.6660288547272877
1504,eila,,sailas,eila sailas,female,female,LATIN,0.9852140579988684,19.967605728069888,0.9926070289994342
1505,sameer,,saini,sameer saini,male,male,LATIN,-0.9724154710226525,16.62692466060791,0.9862077355113262
1506,toshikazu,,saito,toshikazu saito,male,male,LATIN,-0.9896741681473364,21.77451071919099,0.9948370840736682
1507,jordi,,salas-salvadó,jordi salas-salvadó,male,male,LATIN,-0.9787381498994256,18.443933965742275,0.9893690749497128
1508,faouzi,,saliba,faouzi saliba,male,male,LATIN,-0.5722175782867787,7.5545057019190205,0.7861087891433893
1509,shelley,,salpeter,shelley salpeter,female,female,LATIN,0.889320006712454,11.611913722514588,0.944660003356227
1510,daniel,,salter,daniel salter,male,male,LATIN,-0.9849525948367721,19.89206779112677,0.992476297418386
1511,carlo,,salvarani,carlo salvarani,male,male,LATIN,-0.980114065444804,18.662629377128308,0.990057032722402
1512,charles,marc,samama,charles marc samama,male,male,LATIN,-0.9915202419136282,24.120279426466713,0.9957601209568141
1513,william,,sandborn,william sandborn,male,male,LATIN,-0.9902670974938299,22.106033628602734,0.995133548746915
1514,gillian,,sanders,gillian sanders,female,female,LATIN,0.17811077482360216,2.657483332863716,0.5890553874118011
1515,manjinder,,sandhu,manjinder sandhu,male,male,LATIN,-0.7448120148753232,9.50298183505572,0.8724060074376616
1516,taylor,,sandison,taylor sandison,male,female,LATIN,0.12089054205632488,2.1590132512185773,0.5604452710281624
1517,alan,,sandler,alan sandler,male,male,LATIN,-0.9825417656241129,19.227062565864465,0.9912708828120564
1518,prachi,,sanghavi,prachi sanghavi,female,female,LATIN,0.7189274542105182,8.859974515882644,0.8594637271052591
1519,jitender,,sareen,jitender sareen,male,male,LATIN,-0.8755383263875385,11.319199728051,0.9377691631937692
1520,peter,,sasieni,peter sasieni,male,male,LATIN,-0.99062821300077,22.379687722433804,0.995314106500385
1521,yoshihiro,,sato,yoshihiro sato,male,male,LATIN,-0.9877742693483236,21.130477338392488,0.9938871346741618
1522,pierre-yves,,scarabin,pierre-yves scarabin,male,male,LATIN,-0.9849736602251613,19.89794670538721,0.9924868301125807
1523,matthew,,scarborough,matthew scarborough,male,male,LATIN,-0.9910215661481421,22.79954322650734,0.995510783074071
1524,nikolaos,,scarmeas,nikolaos scarmeas,male,male,LATIN,-0.9916615889380822,25.630906981880244,0.9958307944690411
1525,richard,,schacterle,richard schacterle,male,male,LATIN,-0.9937052003596512,28.82834776416453,0.9968526001798256
1526,sean,,schafer,sean schafer,male,male,LATIN,-0.9913580630851009,23.481553401956358,0.9956790315425504
1527,debra,,schaumberg,debra schaumberg,female,female,LATIN,0.9829156148321592,19.351261889581064,0.9914578074160796
1528,elizabeth,sumamo,schellenberg,elizabeth sumamo schellenberg,female,female,LATIN,0.9748572959517932,17.171428169081704,0.9874286479758966
1529,georg,,schett,georg schett,male,male,LATIN,-0.9907371458674734,22.479452087347664,0.9953685729337367
1530,gordon,,schiff,gordon schiff,male,male,LATIN,-0.9896932213030529,21.7836194925227,0.9948466106515265
1531,giuseppe,,schillaci,giuseppe schillaci,male,male,LATIN,-0.9695382467135267,16.222328984941747,0.9847691233567634
1532,mark,,schleinitz,mark schleinitz,male,male,LATIN,-0.9914283226686289,23.710331488153347,0.9957141613343145
1533,kathryn,,schmitz,kathryn schmitz,female,female,LATIN,0.9798691223517064,18.620031833316563,0.9899345611758532
1534,lon,,schneider,lon schneider,male,male,LATIN,-0.7448708694422264,9.505035148313166,0.8724354347211132
1535,eric,,schneider,eric schneider,male,male,LATIN,-0.9906858644163421,22.431244670530617,0.995342932208171
1536,jeffrey,,schnipper,jeffrey schnipper,male,male,LATIN,-0.993102429369634,26.875030398298904,0.996551214684817
1537,lisette,,schoonhoven,lisette schoonhoven,female,female,LATIN,0.9899139753143742,21.8956872832442,0.9949569876571871
1538,john,,schousboe,john schousboe,male,male,LATIN,-0.9937876227565974,30.58555932397206,0.9968938113782987
1539,henrike,,schouten,henrike schouten,female,female,LATIN,0.21695912817811558,3.155457633266026,0.6084795640890578
1540,martin,,schrappe,martin schrappe,male,male,LATIN,-0.976458279513192,17.8016111522353,0.988229139756596
1541,christoph,,schroeder,christoph schroeder,male,male,LATIN,-0.9915476707063413,24.28422691029485,0.9957738353531707
1542,sam,,schulman,sam schulman,male,male,LATIN,-0.5291736431545584,7.360603801125498,0.7645868215772792
1543,julie,,schultz,julie schultz,female,female,LATIN,0.9318884179098208,13.26426320593376,0.9659442089549104
1544,jeremiah,,schuur,jeremiah schuur,male,male,LATIN,-0.9343725363148256,13.447198342737805,0.9671862681574128
1545,lisa,,schwartz,lisa schwartz,female,female,LATIN,0.9873632920134376,21.003180963804745,0.9936816460067188
1546,mark,,schwartz,mark schwartz,male,male,LATIN,-0.98533835433809,20.005620131727934,0.992669177169045
1547,jennifer,,schwartz,jennifer schwartz,female,female,LATIN,0.9249411535877388,12.880674274551138,0.9624705767938694
1548,thomas,,schwarz,thomas schwarz,male,male,LATIN,-0.9932404713227603,27.09378730593052,0.9966202356613801
1549,jeffrey,,schwimmer,jeffrey schwimmer,male,male,LATIN,-0.9916119475762317,24.82461422777731,0.9958059737881159
1550,benjamin,,scirica,benjamin scirica,male,male,LATIN,-0.9768374361229621,18.034708473091516,0.9884187180614811
1551,anthony,,scott, anthony scott,male,male,LATIN,-0.89043575295802,11.639830457947372,0.94521787647901
1552,anne,,scoular,anne scoular,female,female,LATIN,0.977768959903321,18.314339086560693,0.9888844799516605
1553,malcolm,,sears,malcolm sears,male,male,LATIN,-0.9916266215892668,25.003270914237515,0.9958133107946334
1554,leonardo,,sechi,leonardo sechi,male,male,LATIN,-0.9898854309583656,21.880469879172512,0.9949427154791828
1555,johanna,,seddon,johanna seddon,female,female,LATIN,0.9065978674759549,12.167604012909237,0.9532989337379775
1556,gilda,,sedgh,gilda sedgh,female,female,LATIN,0.9835389558716878,19.56034725707184,0.9917694779358439
1557,art,,sedrakyan,art sedrakyan,male,male,LATIN,-0.964797994817945,15.785226819202325,0.9823989974089725
1558,diane,,seibert,diane seibert,female,female,LATIN,0.9365234442752874,13.63812930345525,0.9682617221376437
1559,jennifer,,seida,jennifer seida,female,female,LATIN,0.945383213154829,14.326854862486394,0.9726916065774145
1560,elodie,,sellier,elodie sellier,female,female,LATIN,0.9766449246340787,17.90958980990508,0.9883224623170394
1561,elizabeth,,selvin,elizabeth selvin,female,female,LATIN,0.8726164682260975,11.26679621392167,0.9363082341130488
1562,richard,,semba,richard semba,male,male,LATIN,-0.9936431364045983,28.343574521741825,0.9968215682022992
1563,srijan,,sen,srijan sen,male,male,LATIN,-0.8469892888686317,10.896757328877268,0.9234946444343158
1564,hsien,,seow,hsien seow,male,male,LATIN,-0.32446455418964937,5.100680514408533,0.6622322770948247
1565,thomas,,sequist,thomas sequist,male,male,LATIN,-0.9928089529096054,26.525900497762255,0.9964044764548027
1566,sudha,,seshadri,sudha seshadri,female,female,LATIN,0.7566848531775321,10.037043532359718,0.878342426588766
1567,howard,,sesso,howard sesso,male,male,LATIN,-0.9936815464865161,28.61479135114202,0.996840773243258
1568,arathi,,setty,arathi setty,male,female,LATIN,0.8881501690776628,11.583457113896813,0.9440750845388314
1569,jane,,seward,jane seward,female,female,LATIN,0.9103773381564131,12.345008850786732,0.9551886690782065
1570,justin,,sewell,justin sewell,male,male,LATIN,-0.9402926937696174,14.098043663315634,0.9701463468848087
1571,nancy,,shadick,nancy shadick,female,female,LATIN,0.9872287767183696,20.89548912064699,0.9936143883591848
1572,mary-ann,,shafer,mary-ann shafer,female,female,LATIN,0.9696987491646154,16.241065671384714,0.9848493745823077
1573,robert,,shafer,robert shafer,male,male,LATIN,-0.9928742756799973,26.5937647769022,0.9964371378399987
1574,jignesh,,shah,jignesh shah,male,male,LATIN,-0.9329300109810497,13.336939091579072,0.9664650054905248
1575,rahman,,shah,rahman shah,male,male,LATIN,-0.9481731125874824,14.45246852164331,0.9740865562937412
1576,vahakn,,shahinian,vahakn shahinian,male,male,LATIN,-0.9195620841078305,12.660194747259935,0.9597810420539152
1577,tatyana,,shamliyan,tatyana shamliyan,female,female,LATIN,0.990416940177222,22.210660168971735,0.995208470088611
1578,seetha,,shankaran,seetha shankaran,female,female,LATIN,0.9228111414570461,12.787476808162486,0.9614055707285231
1579,leena,,sharma,leena sharma,female,female,LATIN,0.9908205361312952,22.56317188087002,0.9954102680656476
1580,gulshan,,sharma,gulshan sharma,female,female,LATIN,0.3376708986255499,5.216440722553857,0.6688354493127749
1581,trisha,,shattuck,trisha shattuck,female,female,LATIN,0.9634663670976724,15.690396787653663,0.9817331835488362
1582,sharon,,sheehan,sharon sheehan,female,female,LATIN,0.4202089455850828,6.657658429315635,0.7101044727925414
1583,ellen,,sheehy,ellen sheehy,female,female,LATIN,0.952924674241558,14.711179351420869,0.976462337120779
1584,karen,,sherman,karen sherman,female,female,LATIN,0.8472556824722077,10.899977611296066,0.9236278412361039
1585,andrew,,sherwood,andrew sherwood,male,male,LATIN,-0.9898639360830717,21.86916121598723,0.9949319680415358
1586,meredith,,shiels,meredith shiels,female,female,LATIN,0.9635226383205122,15.6942272538928,0.9817613191602561
1587,henry,,shinefield,henry shinefield,male,male,LATIN,-0.9855345998904304,20.068745793250898,0.9927672999452152
1588,cathy,,shipman,cathy shipman,female,female,LATIN,0.9703174166806388,16.31676239273324,0.9851587083403194
1589,yasushi,,shiratori,yasushi shiratori,male,male,LATIN,-0.9519738541419687,14.653775546908763,0.9759869270709843
1590,sushmita,,shivkumar,sushmita shivkumar,female,female,LATIN,0.983300452987069,19.49759328460438,0.9916502264935345
1591,michael,,shlipak,michael shlipak,male,male,LATIN,-0.9741926410329245,16.99404637323925,0.9870963205164622
1592,kaveh,,shojania,kaveh shojania,male,male,LATIN,-0.6574392730154999,8.105298028566185,0.8287196365077499
1593,molly,,shores,molly shores,female,female,LATIN,0.9088419655074469,12.269106679069111,0.9544209827537234
1594,jacqueline,baras,shreibati,jacqueline baras shreibati,female,female,LATIN,0.9397699422241579,14.020170539603804,0.9698849711120789
1595,ashfaq,,shuaib,ashfaq shuaib,male,male,LATIN,-0.9724164526986643,16.627094823566388,0.9862082263493321
1596,jeffrey,,shuhaiber,jeffrey shuhaiber,male,male,LATIN,-0.9915176680953517,24.106195484132,0.9957588340476758
1597,irene,,shui,irene shui,female,female,LATIN,0.9721208310542182,16.577117274721402,0.9860604155271091
1598,asra,,siddiqui,asra siddiqui,female,female,LATIN,0.6375385456972407,7.94699698446637,0.8187692728486203
1599,davinder,,sidhu,davinder sidhu,male,male,LATIN,-0.9821568576645052,19.113509673506105,0.9910784288322526
1600,john,,sievenpiper,john sievenpiper,male,male,LATIN,-0.9937763816744729,30.080675621175494,0.9968881908372365
1601,alice,,sigurdson,alice sigurdson,female,female,LATIN,0.9324261860909768,13.301125429212119,0.9662130930454884
1602,sigmund,,silber,sigmund silber,male,male,LATIN,-0.9924722330685047,26.234650350612196,0.9962361165342524
1603,danielle,,silverman,danielle silverman,female,female,LATIN,0.8422008710093871,10.840574129190445,0.9211004355046936
1604,camelia,,sima,camelia sima,female,female,LATIN,0.9862359615768443,20.33385473239636,0.9931179807884222
1605,edgar,,simard,edgar simard,male,male,LATIN,-0.9927337438454884,26.453128125021742,0.9963668719227442
1606,mark,,simmonds,mark simmonds,male,male,LATIN,-0.9824007442949398,19.183948239338683,0.9912003721474699
1607,gérald,,simonneau,gérald simonneau,male,male,LATIN,-0.9911538380050371,23.015045084207337,0.9955769190025185
1608,emily,,simons,emily simons,female,female,LATIN,0.9446520628959865,14.296387757960437,0.9723260314479932
1609,sheldon,,singh,sheldon singh,male,male,LATIN,-0.9313263499516291,13.227134650123617,0.9656631749758146
1610,hardeep,,singh,hardeep singh,male,male,LATIN,-0.6521799223698959,8.060968129543857,0.8260899611849479
1611,peter,,sinnaeve,peter sinnaeve,male,male,LATIN,-0.9898969580374739,21.886586862417413,0.994948479018737
1612,george,,siontis,george siontis,male,male,LATIN,-0.9936442714975817,28.350941911299437,0.9968221357487909
1613,ilke,,sipahi,ilke sipahi,male,female,LATIN,0.28807723168943755,4.78432712712337,0.6440386158447188
1614,sergio,,siragusa,sergio siragusa,male,male,LATIN,-0.9916640995841008,25.695671844988144,0.9958320497920504
1615,brenda,,sirovich,brenda sirovich,female,female,LATIN,0.9178541800035993,12.59926493882339,0.9589270900017997
1616,jane,,sisk,jane sisk,female,female,LATIN,0.9588054125895282,15.165979881688108,0.9794027062947641
1617,stephen,,sisson,stephen sisson,male,male,LATIN,-0.9653643275746153,15.828452522097225,0.9826821637873077
1618,håvard,ove,skjerven,håvard ove skjerven,male,male,LATIN,-0.9929944490726128,26.732037842828277,0.9964972245363064
1619,rebeccah,,slater,rebeccah slater,female,female,LATIN,0.9729067936018028,16.715929376878396,0.9864533968009014
1620,pauline,,slottje,pauline slottje,female,female,LATIN,0.9343110727867805,13.442243895901802,0.9671555363933902
1621,kersten,,small,kersten small,female,female,LATIN,0.2842459875077099,4.627241195400888,0.642122993753855
1622,bruce,,smith, bruce smith,male,male,LATIN,-0.22422910291547415,3.2814571341420895,0.6121145514577371
1623,alexander,,smith,alexander smith,male,male,LATIN,-0.9754736945818103,17.369873622537824,0.9877368472909052
1624,stevens,,smith,stevens smith,male,male,LATIN,-0.9762238651388084,17.680678283599416,0.9881119325694042
1625,craig,,smith,craig smith,male,male,LATIN,-0.9916039716274492,24.739425528808624,0.9958019858137246
1626,rebecca,,smith-bindman,rebecca smith-bindman,female,female,LATIN,0.9912570644825489,23.223841423513996,0.9956285322412745
1627,crystal,,smith-spangler,crystal smith-spangler,female,female,LATIN,0.9661406322299861,15.890914476428003,0.9830703161149931
1628,kim,,smolderen,kim smolderen,female,female,LATIN,0.160943048862783,2.4938431704956456,0.5804715244313915
1629,jordan,,smoller,jordan smoller,male,male,LATIN,-0.9762024223384524,17.670312708629073,0.9881012111692262
1630,alan,,smyth,alan smyth,male,male,LATIN,-0.9726794875003935,16.673765558896083,0.9863397437501967
1631,soham,,al snih,soham al snih,female,male,LATIN,-0.8507437213369482,10.943128219946527,0.9253718606684741
1632,matthew,,solomon,matthew solomon,male,male,LATIN,-0.9915532322715934,24.321016871193105,0.9957766161357967
1633,daniel,,solomon,daniel solomon,male,male,LATIN,-0.9866801994387588,20.547395843565667,0.9933400997193794
1634,henrik,toft,sørensen,henrik toft sørensen,male,male,LATIN,-0.9899286503293836,21.90360154793449,0.9949643251646918
1635,rikke,,sørensen,rikke sørensen,female,female,LATIN,0.9585066938563398,15.13714813615301,0.9792533469281699
1636,maryfran,,sowers,maryfran sowers,female,female,LATIN,0.012117735413579966,0.6131297061162602,0.50605886770679
1637,pierre,,amarenco,pierre amarenco,male,male,LATIN,-0.9641731110078218,15.739604978672244,0.9820865555039109
1638,benjamin,,speich,benjamin speich,male,male,LATIN,-0.978715167200104,18.440658183132047,0.989357583600052
1639,frederick,,spencer,frederick spencer,male,male,LATIN,-0.9914989823431233,24.009455111014674,0.9957494911715616
1640,joann,,sperl-hillen,joann sperl-hillen,female,female,LATIN,0.7152239260224689,8.794312127747848,0.8576119630112344
1641,paul,,spiegel,paul spiegel,male,male,LATIN,-0.9885442654167431,21.344215697941866,0.9942721327083716
1642,gregory,,albers,gregory albers,male,male,LATIN,-0.973467934112973,16.828329606761084,0.9867339670564865
1643,paul,,stallard,paul stallard,male,male,LATIN,-0.9849175515404742,19.882363756198465,0.9924587757702371
1644,melinda,,stanley,melinda stanley,female,female,LATIN,0.9846559394590955,19.812750073903995,0.9923279697295477
1645,anke,,steckelberg,anke steckelberg,female,female,LATIN,0.9322533336885039,13.289128139075006,0.966126666844252
1646,norbert,,stefan,norbert stefan,male,male,LATIN,-0.9911573527891353,23.021481553495867,0.9955786763945677
1647,marcia,,stefanick,marcia stefanick,female,female,LATIN,0.9378704398801001,13.779401224723602,0.96893521994005
1648,philippe,gabriel,steg,philippe gabriel steg,male,male,LATIN,-0.9938025986607961,32.6130207270983,0.9969012993303981
1649,paul,,stein,paul stein,male,male,LATIN,-0.989503395294709,21.696374998476305,0.9947516976473545
1650,gerhard,,steinbeck,gerhard steinbeck,male,male,LATIN,-0.9937240575495345,29.038238082725222,0.9968620287747673
1651,michael,,steinman,michael steinman,male,male,LATIN,-0.9768112402748301,18.016734599808096,0.9884056201374151
1652,henry,thomas,stelfox,henry thomas stelfox,male,male,LATIN,-0.992774497345178,26.49190518385998,0.996387248672589
1653,ulf,,stenestrand,ulf stenestrand,male,male,LATIN,-0.9889629709291401,21.482996645476927,0.99448148546457
1654,william,,stenson,william stenson,male,male,LATIN,-0.9823454136847096,19.16752714092132,0.9911727068423548
1655,iain,,stephenson,iain stephenson,male,male,LATIN,-0.9933373936171701,27.28222820424938,0.996668696808585
1656,kathleen,,stergiopoulos,kathleen stergiopoulos,female,female,LATIN,0.8667916353925615,11.169870529251702,0.9333958176962808
1657,timothy,,sterling,timothy sterling,male,male,LATIN,-0.9404972271706613,14.130243184393846,0.9702486135853307
1658,michael,,stern,michael stern,male,male,LATIN,-0.9764384913009401,17.790818065037865,0.98821924565047
1659,scott,,stevens,scott stevens,male,male,LATIN,-0.9915040295057045,24.034676269918695,0.9957520147528522
1660,adam,,steventon,adam steventon,male,male,LATIN,-0.967288131164272,15.991036479777568,0.983644065582136
1661,scott,,stewart,scott stewart,male,male,LATIN,-0.9911804016386383,23.06475173916984,0.9955902008193191
1662,chad,,stickrath,chad stickrath,male,male,LATIN,-0.9765632169370002,17.860879351790896,0.9882816084685001
1663,ian,,stiell,ian stiell,male,male,LATIN,-0.9681453821548653,16.072973220074825,0.9840726910774327
1664,karen,,stockl,karen stockl,female,female,LATIN,0.8560217140127584,11.012181731367809,0.9280108570063792
1665,tim,,stokes,tim stokes,male,male,LATIN,-0.9212413107322726,12.723954265754704,0.9606206553661363
1666,rachael,,stolzenberg-solomon,rachael stolzenberg-solomon,female,female,LATIN,0.2571305044166652,3.9139563725054236,0.6285652522083326
1667,gregg,,stone,gregg stone,male,male,LATIN,-0.9780644437467727,18.352100597463696,0.9890322218733864
1668,katherine,,stothard,katherine stothard,female,female,LATIN,0.9867611312475204,20.591733474953553,0.9933805656237602
1669,saverio,,stranges,saverio stranges,male,male,LATIN,-0.9813660887946589,18.914224950241497,0.9906830443973295
1670,sabine,,straus,sabine straus,female,female,LATIN,0.9534551178838442,14.744696266345674,0.9767275589419221
1671,pasquale,,striano,pasquale striano,male,male,LATIN,-0.8517470749302751,10.955893546241711,0.9258735374651376
1672,thea,,strieder,thea strieder,female,female,LATIN,0.9752053515638537,17.278608394159352,0.9876026757819268
1673,alison,,stuebe,alison stuebe,female,female,LATIN,0.27376233326652377,4.290849946357779,0.6368811666332619
1674,til,,stürmer,til stürmer,male,male,LATIN,-0.46705691220072176,7.133920598751746,0.7335284561003609
1675,pedro,,suárez,pedro suárez,male,male,LATIN,-0.9930658500828506,26.82421710368501,0.9965329250414253
1676,sachin,,sud,sachin sud,male,male,LATIN,-0.8940037748122132,11.734725987425243,0.9470018874061066
1677,sebastian,,suerbaum,sebastian suerbaum,male,male,LATIN,-0.9904880404080052,22.26441518510331,0.9952440202040026
1678,mark,,sullivan,mark sullivan,male,male,LATIN,-0.9848967132670234,19.876637626154878,0.9924483566335117
1679,catherine,,sullivan,catherine sullivan,female,female,LATIN,0.9825341185473142,19.224676357754042,0.9912670592736571
1680,anne,,sumner,anne sumner,female,female,LATIN,0.9798131860245423,18.610553401216336,0.9899065930122711
1681,qi,,sun,qi sun,male,female,LATIN,0.005698282682577105,0.01930629649127439,0.5028491413412886
1682,xin,,sun,xin sun,unknown,female,LATIN,0.05482027567861225,1.4488470599795393,0.5274101378393061
1683,shyam,,sundar,shyam sundar,male,male,LATIN,-0.7508522426061413,9.739351833939262,0.8754261213030706
1684,joseph,,sung,joseph sung,male,male,LATIN,-0.9915257096229542,24.150890065991167,0.9957628548114771
1685,pål,,surén,pål surén,male,male,LATIN,-0.741748915440164,9.401548270960385,0.870874457720082
1686,rakesh,,suri,rakesh suri,male,male,LATIN,-0.8704726360090398,11.230021194283102,0.9352363180045199
1687,nanthia,,suthana,nanthia suthana,female,female,LATIN,0.9910718416176432,22.875557519476963,0.9955359208088216
1688,kim,,sutton-tyrrell,kim sutton-tyrrell,female,female,LATIN,0.21831682554903908,3.1779038542595326,0.6091584127745195
1689,henrik,,svanström,henrik svanström,male,male,LATIN,-0.9910247621441333,22.80379225679941,0.9955123810720666
1690,gary,,swan,gary swan,male,male,LATIN,-0.9755156795192177,17.384937758698392,0.9877578397596088
1691,philippe,,szapary,philippe szapary,male,male,LATIN,-0.9914695964136984,23.8740436913124,0.9957347982068492
1692,harry,,tagbor,harry tagbor,male,male,LATIN,-0.9863235951008509,20.37252349277772,0.9931617975504254
1693,taha,,taha,taha taha,male,male,LATIN,-0.3107292862670714,4.992864360473755,0.6553646431335357
1694,philippa,,talmud,philippa talmud,female,female,LATIN,0.22622009482683536,3.318690406710597,0.6131100474134177
1695,robyn,,tamblyn,robyn tamblyn,female,female,LATIN,0.9278014697632342,13.0212806963343,0.9639007348816171
1696,martin,,tammemagi, martin tammemagi,male,male,LATIN,-0.31352968867842157,5.013934677941848,0.6567648443392108
1697,masahiro,,tanaka,masahiro tanaka,male,male,LATIN,-0.9889871524969704,21.49163158048881,0.9944935762484852
1698,ning,,tang,ning tang,female,female,LATIN,0.3414750255376766,5.252401253535902,0.6707375127688383
1699,navdeep,,tangri,navdeep tangri,male,male,LATIN,-0.39480868088526266,5.969581695010379,0.6974043404426313
1700,richard,,tannen,richard tannen,male,male,LATIN,-0.9937209085819037,28.999744835063886,0.9968604542909518
