last name,first name,other
Jacques,Terrence Pierre,
Park,Pangun,
Kongsgård,Håvard Wahl,
Zhao,Dengyang,
Carvalho,Maria Luísa,
Buzanich,Ana Guilherme,
Cui,ShengLiang,
Raptis,Theophanes E.,
Ko,Yong-Hae,
Won,Sok-Hyon,
Melnikova,Valeriia,
Oh,Byoung Yong,
Kwon,Min-Sik,
Gong,Su-Hyun,
Kang,Sooseok,
Kho,Byung Woo,
Lu,Riyu,
Curiale,Ariel H.,
Bo,Shou-Hang,
Simões,Lucas E. A.,
Lin,Grace I.,
Reed,Lena I.,
Walker,Marilyn A.,
Verde,Sandra Cabo,
Margaça,Fernanda M. A.,
Swaim,Criss,
Mohammadi,Farideh Doost,
Zhang,Xinshu,
Qviller,Atle Jorstad,
Vestgården,Jørn Inge,
Wang,DeLiang,
Khan,Sakib Mahmud,
Martin,Montse Villar,
Hou,Thomas Y,
Yong,S-. Y.,
Smith,James E. T.,
Lacerda,Anisio,
Jayakodige,Dulitha,
Vanaverbeke,Sigfried,
Fierro,Diego Bedoya,
Razavi,Seyed Armin,
Gowrishankar,Thiruvallur R.,
Chowdhury,Mayukh Roy,
Neto,Ciro Baron,
Chang,Dong-Eui,
Puebla,Ramon Alvarez,
Janssen,Remie,
Djuvsland,Julia Isabell,
Khandramai,Viachaslau,
Ghalandari,Demian Gholipour,
Zonunmawia,Hmar,
Zhu,Dizhong,
van Leeuwen,Edwin J. C.,
Fejzic,Hajrudin,
Nerguizian,Chahé,
Diddigi,Raghuram Bharadwaj,
Xiang,Yingmeng,
Belviranli,Esat,
Dilek,Alptug,
Höhn,Stephanie S. M. H.,
Lanata,Adrian Monjeau. Jose Luis,
Flynn,Kiirsten,
Tyson,Reny B.,
Mirzaee,Somayeh M. A.,
Prado,Sergio García,
Fundira,Panashe,
Aye,Klaus-Michael,
Hansen,Candice J.,
Bana,Alexandru-Sabin,
Manesco,Antônio Lucas Rigotti,
Rodrigues,Durval,Jr
Kim,Hyobin,
Ni,Yensen,
Chen,Muyi,
Monageng,Itumeleng,
Malesios,Chrisovalantis,
Sharma,Abhiraj,
Dhar,Tanuj Kumar,
Van Buren,Arnie L.,
Li,Bangpeng,
Gamage,Anuththari,
Zhu,Fengjuan,
Pavunny,Shojan P.,
Bhattarai,Mohan K.,
Viquez,Keylor Daniel Chaves,
Hwang,In Ae,
Mohan,Vyshnav,
Ardehaly,Ehsan Mohammady,
Su,Juntong,
Rolph,Gwyneth Wesley,
Seong,Kibyung,
Park,Deokgun,
Yue,Songqing,
Oluwasanya,Pelumi,
Tamamitsu,Miu,
Zhang,Shunhong,
Le,Truc Viet,
Kim,Mi-Ae,
Cai,Chunpei,
Henson,Van Emden,
Chen,Lee-Huang,
Tang,Ellande,
Malekshahi,Saunon R.,
Cappa,Cristina Elisabet,
Ster,Maxime Le,
Mahajan,Ishan Vardhan,
Ahmed,Zuned,
Brown,Simon Anthony,
Chowdhary,Shreyans,
Lo,Yat Long,
Liu,Zhuotao,
Moore,Arden L.,
Lacourt,Pierre Ambroise,
AlZubaidi,Abbas K.,
Habash,Qais A.,
Kim,Woo-Kyum,
Lee,Jae-Keun,
Park,Jun-Hyeong,
Jeong,Woo-Jung,
Liao,Bingjin,
van Grunsven,Theo F. J.,
Benhenda,Mostapha,
Kantavat,Pittipol,
Wu,Yangjiang,
Hallquist,Åsa M.,
Shah,Suhail M.,
Jørgensen,Uffe Gråe,
Podzimski,Reinold,
Duc,Huynh Thanh,
Sepulveda,Lilian Sofia Salcedo,
Nguyen,Hong-Duc,
Hoang,Phi-Dung,
Nguyen,Duc Minh,
Moreno,Carlos Aya,
Yin,Liangze,
Gutierrez,Gaêlle,
Dalbelo,Thais M.,
Xia,Yunyouyou,
Kim,Joontae,
Thielemann,F-K.,
López,Cristhian Garay,
Pham,Hai Ha,
Cho,Kyong-Tak,
Souto,Bruno Fontes,
M.,Masqué Josep,
Mateos,Juan C. Muñoz -,
Patel,Umeshkumar M.,
Gard,Johnathon,
Mirón,Paulo C. Manrique,
Meena,Muralikrishnan Gopalakrishnan,
Ashraf,Ahmed Bilal,
Juang,Biing-Hwang Fred,
Poudel,Joemini,
Alzahrani,Hawazin,
Varela,Guillermo G. Aguirre,
Campoy,Antonio Morales,
Ye,Katherine Q.,
Sanguansin,Naphat,
Liu,Xuanqing,
Jensen,Lisbeth D.,
Cheung,Leslie Hon-Nam,
Malla,Laxman K.,
Yamane,Hidemasa,
Dickson,Ewan C.,
Moen,Jøran,
Romano,Vineenzo,
Jang,Jun-Gi,
Lim,Janet Zheng Jie,
Tan,Peiyu Amelia,
de Silva,Charitha M.,
Malinovskii,Vsevolod K.,
Li,Zefan,
Wongrassamee,Vasin,
Wang,Haiyang S.,
Ng,Shannalyn,
Mian,Adnan Noor,
Andrew,Allan Melvin,
Saad,Shaharil Mad,
Shakaff,Ali Yeon Md,
Islam,Saif ul,
Khan,Ussama Ahmad,
de Oliveira,João Batista S.,
Unel,Gokhan N.,
Boschker,Jos Emiel,
Wang,Rui Ning,
Thaokar,Rochish M.,
Eriksson,Anders I.,
Ahn,Dujin,
Jeong,Hyun-Sik,
Elyaderani,Mojtaba Kadkhodaie,
Subotnik,Joseph Eli,
Chu,You-hua,
Schirmer,Thiebaut,
Sapardi,Azan M.,
Pothérat,Wisam K. Hussam Alban,
Miyazawa,Flávio Keidi,
Xavier,Eduardo Candido,
Weber,Sophie F.,
Camargo,J I B,
Ortiz,J -L,
Bearden,Sean R. B.,
Tran,Anh Phong,
Jones,Susumu K.,
Kumar,N Chaitanya,
Pulsipher,Katherine W.,
Hicks,Tacey L.,
Wiedman,Gregory R,
Vinayavekhin,Phongtharin,
Joseph,Harry Raymond,
Gong,Maoguo,
Meng,Yu Song,
Chung,Sohae,
Lui,Yvonne W.,
Mekonnen,Yemeserach,
zebibula,Abudureheman,
Li,Gonghui,
Zhang,Guanxin,
Tsagarakis,Nikos G.,
Yu,Qianhuan,
Walker,Marilyn A,
van der Meer,Wybren,
de Braekt,Ronald In,
Wang,Reuben R. W.,
Lu,Tien-Fu,
Park,Haekyu,
Yamada,Kazunori D,
Khim,Honggeun,
Neves,Sérgio L. N.,
Fowze,Farhaan,
Butler,Kevin R. B.,
Shi,Bertram Emil,
Kalør,Anders Ellersgaard,
Tong,Bruce Kwong-Bun,
Wong,Wing S.,
Momeni,HamidReza,
Lai,Ting-Yan,
Chuang,Tyng-Ruey,
Nhat,Minh Pham Quang,
Nguyen,Dang-Minh,
Moghadam,Somayeh Sobati,
van Zwol,Feitze A.,
Zuo,Yalu,
Wang,Yupei,
Jiao,Juanying,
Varadarajan,Srenivas,
Datta,Parual,
Tickoo,Omesh,
Chaudhury,Srabanti,
Rahmonov,Ilhom,
Roy,Dibbendu,
Gupta,Shivangi,
Osman,Omima,
Nova,Tobia Federico,
Li,Yue-Xun,
Lu,He-Lin,
Driessche,Pauline van den,
Coelho,Sandro A.,
Kolář,Michal H.,
Avdoshenko,Stanislav M,
Schneider,Claus M,
Javurek,Angela B.,
Hart,Marcia L.,
Rosenfeld,Cheryl S.,
LaMotte,Lynn Roy,
Zarrin,Mina M.,
Reddy,G Meghana,
Collaboration,the SDSS-IV/APOGEE,
Vasantam,Thirupathaiah,
Mazumdar,Ravi R,
Alboaie,Sinica,
Chen,Hanzhe,
Li,Lysia,
L'Heureux,Coulter,
Peck,Courtney L.,
Dogterom,Marlieen,
Gushterov,Nikola I.,
Liang,Shuangran,
Caballero,Karen Salomé,
Philippopoulos,Pericles,
Tanaka,Masayuk,
Margolies,Laurie R.,
Sieh,Weiva,
Takami,Kuya,
Rosaleny,Lorena E.,
Cavanillas,Ramón Torres,
Benekohal,Rahim F.,
Ibanescu,Ruxandra-Ilinca,
Rizzo,GF,
Douraki,Majid Jaberi,
Scardoni,Chiara E.,
Weegman,Mitch D.,
Madathil,Sreenath Chalil,
Ten-no,Seiichiro L.,
Liu,Wandong,
Terrón-Mejía,Ketzasmin A.,
Ryutov,Dmitri D.,
Chen,Mingjuan,
Wu,HT,
Sprabery,Read,
Zhang,Tianchen,
Huang,Lujie,
Lao,Ka Un,
Jeffries,Robin. D.,
Ward,Jacob. L.,
Das,Rajasree,
J,Aneesh.,
S,Arjunan. M.,
Gaur,Manoj S,
Rao,D Vijay,
Kushwaha,Riti,
More,Mahendra A.,
Shie,Hung-Cheng,
Bolstad,Kirsten Nygaard,
Flataboe,Silje,
Sparkes,Hazel A.,
Meyerov,Iosif B.,
Zhao,Huihuang,
Hu,Gaoke,
Mridha,Sankar Kumar,
Sarkar,Braznev,
Cruz,Sergio Sánchez,
Loy,Chen change,
Lee,Kyeongpil,
Onanuga,Temitope Paul,
Fernández,Juan. R. González,
Balogh,Sámuel G,
Khan,Bisma S,
Niazi,Muaz A,
Anema,Ane S. I.,
Li,Wen-Ding,
Yang,Bo-Yin,
Ghosh,Sreeya,
An,Liupan,
Messinger,Margaret-Ellen,
Ayello,Alejandro Angeli,
Nevo,Reinat,
Son,Yunmok,
Shea,Jacqueline A. R.,
Nguyen,Toan Q.,
Ndiyavala,Hambeleleni,
Kruger,Petrus Paulus,
Lee,Gim Hee,
Saito,Tagiru,
Baltakys,Kęstutis,
Freije,María Luján,
Dai,Falcon Z.,
Lis,Darek C.,
Jafarzade,Shahriyar,
Song,Huajing,
Bardarson,Jens. H.,
Nguyen,Duc T.,
Ganai,Prince A,
Sun,Yine,
Gomes,Newton Adriano Santos,
Silva,Raniere,
Jenks,Leah G.,
Shen,Huaze,
Daniels,Austin L.,
Levine,Matthew E,
Popa,Romeo Traian,
Mladin,Emilia-Cerna,
Yan,Luxin,
Fang,Houzhang,
de Gregory,Beatrice Terni,
Homor,Marietta M.,
Rebollo,Tomás Chacón,
Ávila,Enrique Delgado,
Mármol,Macarena Gómez,
Berghe,Greet Vanden,
Lim,Yong-jun,
Gil,Jihyo,
Okoe,Mershack,
Shahbandi,Saeed Gholami,
Makhlouf,Azmi,
Kaiser,Julia T.,
Schultz,Jarvis A.,
Lemarié-Rieusset,Pierre Gilles,
Chen,Zhesheng,
Lee,Min-i,
Zhang,Zailan,
Lourenço,Ricardo Barros,
Júnior,José-Dias do Nascimento,
Csapó,Aletta N.,
Fan,Taosha,
Schellhammer,Sonja M,
Hoffmann,Aswin L,
Wang,Yuexi,
Gambhir,Arjun S.,
Nguyen,Viet-Ha,
Desjardins,Matthieu M.,
Contamin,Lauriane C.,
Viennot,Jérémie J.,
Bruhat,Laure E.,
Parenti,Solly,
Manerikar,Ankit V.,
Ávila,Benjamín Jaramillo,
Laporte,Chervin,
Beaton,Rachael S.,
Roderick,Melrose,
Ijavi,Mahdiye,
Goel,Anubhuti,
Hriba,Enass,
Osumanu,Abdulmajid,
Mahyari,Farzaneh Aghakhani,
Toosi,Ershad Sadeghi,
Bhardwaj,Chandrasekaran Anirudh,
Hemalatha,Sweetlin,
Bagheri,Mosahhar,
Tang,Nujiang,
Hardjawana,Wibowo,
Zhang,Yule,
Ren,Xibiao,
Kim,Min-Jeong,
Liu,Wanglian,
Raju,Arun Prakash Aranga,
Cangea,Cătălina,
Shao,Zeng-Kai,
Zapata,Cesar Augusto Ipanaque,
Liu,Haiqiong,
Han,Dongkun,
Soria,Guiomar D.,
Cervantes,Luis Octavio Castanos,
Liu,Changliu,
Lin,Chung-Yen,
Zhang,Kelvin Shuangjian,
Kwon,Soon-Hong,
Zhou,Hao Henry,
Kuppannagari,Sanmukh R.,
Yao,Qiankai,
Tree,Jean E Fox,
Reddy,M Shiva Krishna,
Murthy,Hema A,
Cho,Jaewoong,
Nguyen,Trang T. T.,
Xie,Wucheng,
Mai,Quanxiang,
Wali,Behram,
Khattak,Asad J.,
Meroño,Cristóbal J.,
Oh,Yeongjin,
Sim,Gyumin,
Rivera,Andrea Arauza,
Javeed,Aurya,
Gan,Zaihui,
Barrineau,Geddings,
Wang,Kuang-Ching,
Yoo,Byeong Ju,
Myshkina,Evgeniya K.,
Hu,Fachao,
Tan,Canzhu,
Tsai,Tien-Hsueh,
Boles,Wageeh,
Sarma,Saurav Ch.,
Xiong,Lang-lang,
Wang,Xi-min,
Peng,Zhi-yun,
Zhong,Shuang-ying,
Malik,Shaihan J.,
Teixeira,Rui P. A. G.,
Ohta,Hithoshi,
Kang,Philgyun,
Park,Keuntae,
Rajpura,Param,
Kim,Keon-hee,
Park,Kyeo-reh,
Abali,Bilen Emek,
Kardashov,Odaya,
Tsaftaris,Sotirios A,
Yanumula,Venkata Karteek,
Majhi,Somanath,
Donlan,Edwina A.,
Geddes,Harry S.,
Quispe,Ana C. Huamán,
Diener,Catrina,
Livesay,Michael Richard,
Hochbruck,Marlis,
Zhang,Ai-Xin,
Monteiro,Marcos Eduardo Pivaro,
Corcoran,Thomas Chase,
Lin,Zi-Chao,
Majumdar,Aabhas,
Wu,Cinna,
Nguyen,Diep Thi Ngoc,
Gugulothu,Narendhar,
Cho,Yeongsu,
Pommier,and Anne,
Merica-Jones,Petia Yanchulova,
Fam,Adly T.,
Ruiz,M Adrian Escobar,
Cortes,Vinícius Morelli,
Oguri,Masamue,
Arcodía,Marcos Ramiro Alfredo,
uredi,"Zoltán F\""",
Samardzhiev,Krasen,
Tree,Jean E. Fox,
Camilo,Daniela Castro,
García,Nidya Monserrath Veyna,
Bissyande,Tegawende F.,
Wu,Jieting,
Mei,Zhousheng,
Miller,Ethan S.,
Park,Chanoh,
Tran,Dat Thanh,
Carlin,Edgar S.,
Koleva,Boriana,
Dwivedi,Isht,
Xu,Duanqing,
Chang,Simyung,
Yoo,YoungJoon,
Khandaker,Muhammad Ruhul Amin,
Cruz,Manuel Ernani,
Veith,Alexandre da Silva,
Yiu,Pak Man,
Rout,Diptiranjan,
Vaca,Polo,
Reddi,Sashank J,
Valencia-Zapata,Gustavo A,
Liu,Yaojie,
Tan,David Joseph,
Lee,Hyun-Yong,
Kanne,Dillon P.,
Liang,Qi-Yu,
Sun,Ruiran,
Vargas,Jorge Garza,
Wu,Enhua,
Bakx,Tom J. L. C.,
Justesen,Anders Bo,
Khalil,Karim Shikh,
Batsale,Jean-Chirstophe,
Prabhakar,Ahalya,
Hartmann,Mitra J. Z.,
Vie,Jill-Jênn,
Rekik,Islem,
Bach,Yoonsoo P.,
Lee,Mingyeong,
Moschou,Sofia-Paraskevi,
Kivipelto,Miia,
Pachet,François-David,
Wie,Bong,
Arab,Davoodreza,
Mallouh,Arafat Abu,
Hu,Yuan-Chao,
Gullapuram,Shruti Shriya,
Teerapittayanon,Surat,
Rassadin,Alexandr G.,
Maugesten,Paul Aleksander,
Chau,Thanh Tri,
Hue,Jun Hao,
Thu,Kyaw,
Saha,Bidyut Baran,
Ding,Dong-sheng,
Yu,Yi-chen,
Dong,Ming-xin,
Bocquet,Francois-X.,
Wilson,Paul-Anthony,
Hverven,Stine,
De,Swades,
Coto,Rubén López,
Moll,Philip W. J.,
Chen,Xiang Ming,
Hartmann,Wladislaw,
Azad,Abdul-Majeed,
Ospanova,Anar K.,
Pal,Joydeb,
Mukherjee,Shyambhu,
Rozenberg,Gregory Kh.,
Struchiner,Claudio José,
King,Nicholas J. C.,
Virdi,Tejpal S.,
El-Azab,Anter,
Bigioli,Azzurra,
Calabrese,Allegra,
Joseph,Ria Rushin,
Koh,Zhuan Khye,
Naghavi,Shahab S.,
Heinonen,Olle G.,
Braga,Christiano,
Santos,Jéssica S.,
Rojas,Daniel Avila,
Rojas,Jairo M.,
Fang,Sizhen,
Peycke,Zane Matthew,
Morgan,John W R,
Lee,E'lisa M.,
Zhao,Runbo,
Choi,Yichul,
Jin,Xiyao,
Wu,Wencen,
Phan,Ha Tran Hong,
Naidu,NF,
Yarman,Can Evren,
Martin-Dorel,Érik,
Østerbø,Olav Norvald,
Mir,Tariq A.,
Kiforenko,Lilita,
Kikuchi,Ichio,
Teo,Kie-Leong,
Haque,Enamul,
Xie,Danmei,
Joseph,George Vathakkattil,
Kuppusamy,Vishnupriya,
Hou,Qiqiang,
Nkoy,Flory,
Andreasen,Morten G.,
Nielsen,Lærke L.,
Pedersen,Mads K.,
Thorsen,Aske R.,
Atzori,Manfredo,
Rosillo,Mireia Nievas,
Acosta,Mónica Vázquez,
Khalifa,Nour Eldeen M.,
Taha,Mohamed Hamed N.,
Aleef,Tajwar Abrar,
Minh,Vu Hoang,
Hagos,Yeman Brhane,
Khan,Muhammad Khurram,
Ling,Wing-Kuen,
Ahmed,Hashim U.,
Waseem,Arfa,
Giarratano,Ylenia,
Trojak,Oliver Joe,
Shkrebtii,Anatoli I.,
Hong,Tae Min,
Dangouloff-Ros,Volodia,
Stephan,Klaas E.,
Rodionov,4 I.,
Sakurai,Keimei,
Sotelo,Jose M. R.,
Suhubdy,Dendi,
Wu,Yangqingxiang,
Marcondes,Nilton Rogerio,
Alakkari,Salaheddin,
Hu,Hyeonu,
Ju,Jaeyung,
Chowdhury,Zamshed,
Karpuzcu,Ulya R.,
Slavik,Kaela,
Uddin,Gias,
Smith,Kimberly Ennico,
Olivadese,Salvatore B.,
Johnson,Benjamin W,
Sen,Tayan,
Arroyo,Marta Andrés,
Nazer,Tahora H.,
Farimani,Amir Barati,
Basavarajappa,Vedaprabhu,
Exposito,Beatriz Bedia,
Walkden,Charles P,
Cui,Guangiqi,
Viktor,Herna,
Min,Byung-Cheol,
Jin,SouYoung,
Banerjee,Prithaj,
Hu,Yeyao,
Chator,Alishah,
Zhang,De-Jian,
Li,Hong-Guo,
Ding,Zhaoyun,
Huang,Jiumin,
Daykin,Austin W.,
Wu,Hsiang-Yun,
Wang,Feicheng,
Javaheripi,Mojan,
Essa,Almabrok,
Kariyawasam,Tharanga,
Pal,Amlan J.,
Bartlett,Jamen,
Varga,László Z.,
Fernandes,Lucas E. R.,
Alves,Gleifer V.,
Ebrahim-Abadi,Mohammad Haghir,
Saboksayr,Seyed Saman,
Winkelmann,Clemens B.,
Zhou,Chaobiao,
Hyun,Chang Min,
Bag,Priyabrata,
Chiu,Man Kwun,
Ooi,Ching Pin,
Arellano,Fabián Erasmo Peña,
Lesage,Arthur Alexis Jules,
Rinato,Manuela Lupica,
Vermeulen,Mathijs F. J.,
Pahwa,Ramanpreet Singh,
Ng,Tian Tsong,
Tyapaev,Livat,
Zade,Ramin Shirali Hossein,
Saberian,Mohammdsadegh,
Atul,Jyoti K,
Singh,Sushil K,
Kaw,Predhiman K,
Svento,Rauli,
Mabena,Chemist,
Yu,Ping-Kang,
Mekri,Zouaoui,
Al-Izzi,Sami C.,
Bischoff,Jan-Moritz,
Hetland,Øyvind Storesund,
Canzian,Blaise J.,
Henden,Arne H.,
Ennaifer,Nesrine Bakkar,
Layeb,Safa Bhar,
Zeghal,Farah Mansour,
Ali,and Maaruf,
Nallamothu,Brahmajee. K.,
Ivan,Zverev,
Huang,Xianrong,
Covas,Eurico,
Ma,Yupengxue,
He,Bangbang,
Chen,Bing Hui,
Cota,Cesar Fierro,
Klotz,Lutz Peter,
Bueno-Guerra,Nereida,
Habiboglu,Ali Taha,
Arpaci,Sevdenur,
Sumaria,Vaidish,
Zah,Chung-en,
Tollner,Ernest W.,
Qian,Yeqiang,
Burgarth,Daniel Klaus,
Barfeh,Davood Pour Yousefian,
Greenlees,JPC,
Lakaev,Saidakhmat,
Tschopp,Fabian David,
Shidhore,Tanmay C.,
Sharony,Inon,
Butler,Joel Nathan,
Yaseen,Hogir M.,
Qin,Zhi Zhen,
Almeida,Juliana M. P.,
Siqueira,Jonathas P.,
Mendonça,Cleber R.,
Huang,Mei Ling,
Morita,Horiyuki,
Patrick,Charles Link,
Canedy,Chadwick L.,
Ardestani,Leila Sadeghi,
Thinniyam,Ramanathan S.,
Wang,Xufa,
Tengse,Anamay,
Passi,Inder Bir Singh,
Agarap,Abien Fred,
Wang,Zhihai.,
Cui,Wei Wu. Guodong,
Wang,Jin.,
Cuntoor,Naresh P.,
Jacquet,Maxime J,
Di Claudio,Elio D.,
Aly,Emad-Eldin A. A.,
Turzi,Stefano S,
Chua,Kurtland,
Walmsley,Ian Alexander,
Lin,Haun,
Zeng,Xulu,
Pineda,Jubert,
Bui,Toan Duc,
Shin,Jitae,
Kirsch,Leo E.,
Tripathi,Rohun,
Tripati,Riccha,
Andrews,George E,
Lin,Yi-Pin,
Wang,Kon-Well,
Gao,Xunzhang,
Pérez-Payán,Sinhué Alejandro,
Díaz-Barrón,Luis Rey,
Borkar,Aseem V.,
Mishra,Prabhash,
Qu,Qiuzhi,
Dong,Zuoren,
Liang,Zhaogang,
Hu,Shanjiang,
Yu,Dunhe,
Zang,Huaguo,
Calama,José María Hernández,
Dao,Tien-Tuan,
Hoang,Tuan Nha,
Tho,Marie-Christine Ho Ba,
Renard,Fernand M,
Akıncı,Tahir Çetin,
Han,Yongshen,
Picon,Tiago Henrique,
Wang,Can-Can,
Bharadwaj,Vijaysarathi,
Sikhosana,Sinenhlanhla P.,
Oogarah,Reeya K.,
Mentink,Johan. H.,
Carel,Léna,
Bechara,João Victor,
Marrache-Kikuchi,Claire A,
Pelchat-Voyer,Shanny,
Shields,Colin P. F.,
Cartabia,Mauro Rodriguez,
Silvestre,Guenole C.,
Pereira,João Filipe Figueiredo,
Bansal,Shray,
Lee,Han S.,
Counts,Samsara N.,
Tarr,Lucas A,
Elayouch,Aliyasin,
Gutiérrez,Armando W.,
Choudhury,Naail,
Gaspard,Glenda,
Oguoko,Patari,
Ramakrishnan,Sainandan,
Gangopadhyay,Shubham Pachori. Aalok,
Shakir,Dzhoshkun I.,
Nachev,Parashkev,
Zeynalvand,Leonit,
Abbas,Syed Ammar,
Hussain,Sibt ul,
Kragh,Mikkel Fly,
Laursen,Morten Stigaard,
Steen,Kim Arild,
Jørgensen,Rasmus Nyholm,
Levenson,Juan Ariel,
Tsai,Wei-Yann,
Paik,Myunghee Cho,
Collaboration,the GRRR,
Johnson,Alistair E. W.,
Ghosh,Nirnay,
Fan,Yiyun,
Li,Qizhu,
Sandiumenge,Joan Calafell,
Maialle,Marcelo Zoega,
Degani,Marcos Henrique,
Song,WenZhan,
Wortman,Joan Heck,
Romero,Jhonathan,
Chi,Xiannian,
Wang,Jiujun,
Wang,Tao-Wei,
Jeon,Chul-Yeon,
Surabhi,Srivathsava,
Kim,Manjung,
Saunders,Gwilyn,
Brinkworth,Russell S. A.,
Charania,Navroz Firoz,
Kazazis,Stylianos A.,
Stoel,Diederick,
Jin,Meiguang,
Markus,Groissböck,
Alexandre,Gusmao,
Gu,Xin-Fu,
Huang,Shuang-Yin,
Gunasekaran,Vijayabhaskar,
Bagga,Sunyam,
Miemie,Qiangwei,
Faiza,Muniba,
Wang,Prof. Yonghua,
Sönmez,Elena Battini,
Avery,Chloe I.,
Zhang,Huairuo,
Paranjape,Manu B.,
Sadawi,Noureddin,
Wu,Ledell,
Chen,Chi-Yeh,
Wilson,Jon N.,
Zhang,Bangmin,
Chow,Gan Moog,
Mortari,Alda D. M.,
Teixeira,Mateus M.,
Davenport,James. R. A.,
Bian,JiaWang,
Petridis,Konstantinos Alexandros,
Dubsky,Brendan Frisk,
Guo,Xianqian,
Stoter,Stein K. F.,
Kanjamapornkul,Kabin,
Lee,Hyunhwan,
Johnson,Jeffrey Kane,
Blanc,Oriane Le,
Williams,Kameryn J,
Lopes,Marinho A.,
Lee,KyoungEun,
Chen,Boquan,
Najla,Mehyar,
Agrawal,Sheshansh,
Wong,Gordon K. L.,
Salehi,Amin.,
fard,Mojtaba. Mahmoudi,
Moeller,Soenke A.,
Kozareva,Zornitsa,
Cruz,Gabriel V. de la,Jr
Team,The JCMT Transient,
Liu,Yi-Mou,
Bhattacharyay,Rajendraprasad,
Gao,Jueyu,
Lim,Eunhak,
Bang,Kijoon,
Harouni,Malek Bagheri,
Wonkye,Yaa,
Kubitza,Judith-Madeleine,
Lemos,Marcilio O. O.,
Dantas,Yuri Gil,
Fonseca,Iguatemi E.,
Santos,Sergio de los,
Mayr,Chirstian,
Tyagi,Jasvendra,
Malik,Hitendra,
Rosti,Marco Edoardo,
Park,Seung-Nam,
Yoo,Yong Shim,
Dasgupta,Riddhiman,
Deshpande,Rucha A.,
Kaur,Karamveer,
Zhu,Zhangbin,
Knaepkens,Ferre,
Soorati,Mohammad Divband,
Heinrich,Mary Katherine,
Hofstadler,Daniel Nicolas,
Nielsen,Stig Anton,
Santos,Rodrigo Francisco dos,
Shen,Wen Zhong,
García,Néstor Ramos,
Accioly,Artur Difini,
Leymann,Heinrich A. M.,
Muallim,Mohammad Tarek Al,
Wei,Longhui,
Xu,Zemei,
Zhuang,Lixue,
Moura,Allan O.,
Silva,Anderson T.,
Huang,Yu-Siang,
Koksal,Mehmet Emir,
Costa,Carolina L. N.,
Marquitti,Flavia M. D.,
Ramos,Marlon F.,
Karabulut,Yeşim Demiroğlu,
Hoefnagels,Johan P. M.,
Zhao,Zhexin,
Lee,Yun Jo,
Zaghloul,Amir I.,
Stan,Camelia V.,
Chakraborty,Ahana,
Flowers,Xzavier,
Nowak-Wolff,Sammantha,
Heath,Joshuah T.,
Fatimy,Abdel El,
Marie,Luke St.,
Qiu,Tiequn,
Bose,Debapam,
Bellamy,Rachel K. E.,
Junior,Filomeno S. de Aguiar,
Pena,Arthur Patrocinio,
Castellanos,Ana R. Romero,
Glowacki,Bartek A,
Neto,Antonio Cavalcante Araujo,
Campello,Ricardo J. G. B.,
Zheng,Xianjun Sam,
Coley,Connor W.,
Andharia,Eesha,
Back,Seoin,
Jung,Yousung,
Kim,Myungsoo,
Li,Debang,
Russel,Patricio Maturana,
Kobayashi,Testuya J.,
M,Salman A. N.,
Behera,Sadananda,
De Silva,Varuna,
Wang,Xiongzhao,
Hassaini,Roumaissa,
Guarnizo,Juan Davis,
Lee,Hwangho,
Trinh,Tu Tuan,
Dahan,Neama Abdulaziz,
Ba-Alwi,Fadl Mutaher,
Al-Baltah,Ibrahim Ahmed,
Al-gapheri,Ghaleb H.,
Rodrigues,Rômulo T.,
Alsohybe,Nabeel T.,
Witteveen,Jouke,
Yuan,De-zhai,
Peng,Xing-yi,
Varia,Neelanshi,
Espinosa,Daniela Galárraga,
He,Yuanduo,
Peng,Juguang,
Han,Yaochuang,
Anagnostou,Miltiades E.,
Diab,Sulaiman Y. Abo,
Zhu,Bei-Yi,
Hakkarainen,Teemu V.,
Wegner,Joerg Kurt,
Park,Gyuyoung,
Sivised,Vattika,
He,Peng Fei,
Saeid,Arsham Borumand,
Hammadi,Zoubida,
Xin,Xiao Long,
Werlen,Lesly Miculicich,
Peña,Annette T.,
Yin,Haoteng,
Kratzke,Nane,
Huang,Tzu-Chen,
Menon,Rakesh R,
Das,Manash Pratim,
Zhou,Zhirou,
Hoyer,Chad. E.,
Adame,Bernardo Antonio Hernandez,
Buyo,Gonzalo Estrán,
Duan,Bojia,
Berg,Morgann,
Harvey,Denise Y.,
McDonald,J Todd,
Falcão,João Diogo,
Rajbhandari,Samyam,
Wu,Yu-Hsueh,
Salih,Nabhan D.,
Nishijima,Kyoshi,
Arnold,Sébastien M. R.,
Pun,Tsam Kiu,
Denisart,Théo-Tim J.,
Singh,Prawaan,
Thu,Tran Dan,
Mulone,Angelo Fabio,
Ogazi-Onyemaechi,Bernard Chukwuemeka,
Hsiao,Eric. Y.,
Persson,Sven Eric,
Riseth,Asbjørn N.,
Shi,Fu-Long,
Fearraigh,Brían Ó,
Heymans,Johanna J,
Gvaramia,Manuchar,
Rukhadze,Marina D.,
Majumdar,Somshubra,
Nacke,Codey H.,
McNeil,Laurie E.,
Churukian,Alice D.,
Rodary,Guillemin,
Collaboration,HERA,
Fujisawa,Yuita,
Salscheider,Niels Ole,
Abana,Munzali Ahmed,
Jiang,Minqiang,
Dai,Lanhong,
Guan,Tianchan,
Harrison,Vrindavan,
Homayon,Sheideh,
Kalainathan,Diviyan,
Bai,Fangliang,
